transaction_id,date_vente,categorie_produit_1,categorie_produit_2,produit,quantite_vendue,trans_amount_weight,region,pays,code_pays,devise
293022,2008-01-15,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,2.0,12.0,Northern America,united states,USA,EUR
293023,2008-01-15,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,4.0,24.0,Northern America,united states,USA,EUR
293024,2008-01-15,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,5.0,30.0,Northern America,united states,USA,EUR
293108,2008-01-15,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,10.0,60.0,Northern America,united states,USA,EUR
293162,2008-01-15,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,4.0,24.0,Northern America,united states,USA,EUR
293163,2008-01-15,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,7.0,42.0,Northern America,united states,USA,EUR
290508,2008-01-16,agriculture,soil & crop treatment,sprayer (self propelled),8.0,24.0,Northern America,united states,USA,EUR
292096,2008-01-16,agriculture,soil & crop treatment,sprayer (self propelled),4.0,12.0,Northern America,united states,USA,EUR
292821,2008-01-16,agriculture,soil & crop treatment,sprayer (self propelled),4.0,12.0,Northern America,united states,USA,EUR
292824,2008-01-16,agriculture,soil & crop treatment,sprayer (self propelled),2.0,10.0,Northern America,united states,USA,EUR
292835,2008-01-16,agriculture,soil & crop treatment,sprayer (self propelled),2.0,6.0,Northern America,united states,USA,EUR
292836,2008-01-16,agriculture,soil & crop treatment,sprayer (self propelled),2.0,6.0,Northern America,united states,USA,EUR
292859,2008-01-16,agriculture,soil & crop treatment,sprayer (self propelled),2.0,6.0,Northern America,united states,USA,EUR
292861,2008-01-16,agriculture,soil & crop treatment,sprayer (self propelled),4.0,12.0,Northern America,united states,USA,EUR
292877,2008-01-16,agriculture,soil & crop treatment,sprayer (self propelled),1.0,5.0,Northern America,united states,USA,EUR
292892,2008-01-16,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,5.0,30.0,Northern America,united states,USA,EUR
292911,2008-01-16,agriculture,forestry,tree harvester head  (attachment),2.0,6.0,Northern America,canada,CAN,EUR
292923,2008-01-16,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,3.0,18.0,Northern America,united states,USA,EUR
292925,2008-01-16,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,2.0,12.0,Northern America,united states,USA,EUR
292944,2008-01-16,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,6.0,36.0,Northern America,united states,USA,EUR
292493,2008-01-17,agriculture,"wine, fruit, vegetable & cane equipment","straddle (over-the-row) fruit harvester (self propelled) (olives, cherries,etc )",1.0,1.0,Northern America,united states,USA,EUR
292535,2008-01-17,agriculture,"wine, fruit, vegetable & cane equipment","straddle (over-the-row) fruit harvester (self propelled) (olives, cherries,etc )",1.0,1.0,Northern America,united states,USA,EUR
292573,2008-01-17,agriculture,"wine, fruit, vegetable & cane equipment","straddle (over-the-row) fruit harvester (self propelled) (olives, cherries,etc )",1.0,1.0,Northern America,united states,USA,EUR
292634,2008-01-17,agriculture,"wine, fruit, vegetable & cane equipment","straddle (over-the-row) fruit harvester (self propelled) (olives, cherries,etc )",1.0,1.0,Northern America,united states,USA,EUR
292759,2008-01-17,agriculture,forestry,feller bunchers (machine),2.0,6.0,Northern America,united states,USA,EUR
293060,2008-01-17,agriculture,"wine, fruit, vegetable & cane equipment","straddle (over-the-row) fruit harvester (self propelled) (olives, cherries,etc )",6.0,12.0,Northern America,united states,USA,EUR
293130,2008-01-17,agriculture,"wine, fruit, vegetable & cane equipment","straddle (over-the-row) fruit harvester (self propelled) (olives, cherries,etc )",6.0,12.0,Northern America,united states,USA,EUR
292785,2008-01-18,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,4.0,24.0,Northern America,united states,USA,EUR
292804,2008-01-18,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,4.0,24.0,Northern America,united states,USA,EUR
293061,2008-01-18,agriculture,"wine, fruit, vegetable & cane equipment","straddle (over-the-row) fruit harvester (self propelled) (olives, cherries,etc )",1.0,2.0,Northern America,united states,USA,EUR
293131,2008-01-18,agriculture,"wine, fruit, vegetable & cane equipment","straddle (over-the-row) fruit harvester (self propelled) (olives, cherries,etc )",4.0,8.0,Northern America,united states,USA,EUR
293184,2008-01-18,agriculture,"wine, fruit, vegetable & cane equipment","straddle (over-the-row) fruit harvester (self propelled) (olives, cherries,etc )",1.0,2.0,Northern America,united states,USA,EUR
293185,2008-01-18,agriculture,"wine, fruit, vegetable & cane equipment","straddle (over-the-row) fruit harvester (self propelled) (olives, cherries,etc )",2.0,4.0,Northern America,united states,USA,EUR
292487,2008-01-21,agriculture,forestry,tree harvester head  (attachment),2.0,8.0,Northern America,united states,USA,EUR
297720,2008-01-21,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,8.0,48.0,Northern America,united states,USA,EUR
292416,2008-01-22,agriculture,soil & crop treatment,sprayer (self propelled),6.0,18.0,Northern America,united states,USA,EUR
292454,2008-01-22,agriculture,"wine, fruit, vegetable & cane equipment","straddle (over-the-row) fruit harvester (self propelled) (olives, cherries,etc )",3.0,6.0,Northern America,united states,USA,EUR
292469,2008-01-22,agriculture,"wine, fruit, vegetable & cane equipment","straddle (over-the-row) fruit harvester (self propelled) (olives, cherries,etc )",3.0,6.0,Northern America,united states,USA,EUR
292532,2008-01-22,agriculture,soil & crop treatment,sprayer (self propelled),6.0,18.0,Northern America,united states,USA,EUR
292575,2008-01-22,agriculture,soil & crop treatment,sprayer (self propelled),6.0,18.0,Northern America,united states,USA,EUR
294683,2008-01-22,agriculture,soil & crop treatment,sprayer (self propelled),3.0,9.0,Northern America,united states,USA,EUR
294724,2008-01-22,agriculture,soil & crop treatment,sprayer (self propelled),2.0,6.0,Northern America,united states,USA,EUR
292396,2008-01-24,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,12.0,72.0,Northern America,united states,USA,EUR
292397,2008-01-24,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,1.0,6.0,Northern America,united states,USA,EUR
292415,2008-01-24,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,11.0,66.0,Northern America,united states,USA,EUR
292262,2008-01-25,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,3.0,18.0,Northern America,united states,USA,EUR
292298,2008-01-25,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,4.0,24.0,Northern America,united states,USA,EUR
292330,2008-01-25,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,4.0,24.0,Northern America,united states,USA,EUR
292360,2008-01-25,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,1.0,6.0,Northern America,united states,USA,EUR
292361,2008-01-25,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,4.0,24.0,Northern America,united states,USA,EUR
292181,2008-01-28,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,2.0,12.0,Northern America,united states,USA,EUR
292182,2008-01-28,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,3.0,18.0,Northern America,united states,USA,EUR
292221,2008-01-28,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,5.0,30.0,Northern America,united states,USA,EUR
292251,2008-01-28,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,6.0,36.0,Northern America,united states,USA,EUR
293133,2008-01-28,agriculture,"wine, fruit, vegetable & cane equipment","vegetable harvester (self propelled)  (potato, sugar beet, …)",2.0,4.0,Northern America,united states,USA,EUR
294620,2008-01-28,agriculture,soil & crop treatment,sprayer (self propelled),1.0,3.0,Northern America,united states,USA,EUR
294684,2008-01-28,agriculture,"wine, fruit, vegetable & cane equipment","vegetable harvester (self propelled)  (potato, sugar beet, …)",5.0,10.0,Northern America,united states,USA,EUR
292015,2008-01-29,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,4.0,24.0,Northern America,united states,USA,EUR
292058,2008-01-29,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,4.0,24.0,Northern America,united states,USA,EUR
292059,2008-01-29,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,4.0,24.0,Northern America,united states,USA,EUR
292060,2008-01-29,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,3.0,18.0,Northern America,united states,USA,EUR
292121,2008-01-29,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,1.0,6.0,Northern America,united states,USA,EUR
291741,2008-01-30,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,4.0,24.0,Northern America,united states,USA,EUR
291742,2008-01-30,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,4.0,24.0,Northern America,united states,USA,EUR
291848,2008-01-30,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,8.0,48.0,Northern America,united states,USA,EUR
291874,2008-01-30,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,2.0,12.0,Northern America,united states,USA,EUR
291875,2008-01-30,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,6.0,36.0,Northern America,united states,USA,EUR
291966,2008-01-30,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,12.0,72.0,Northern America,united states,USA,EUR
291967,2008-01-30,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,12.0,72.0,Northern America,united states,USA,EUR
291465,2008-02-04,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,4.0,24.0,Northern America,united states,USA,EUR
291550,2008-02-04,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,4.0,24.0,Northern America,united states,USA,EUR
293404,2008-02-04,agriculture,soil & crop treatment,other soil  & culture treatment equipment,2.0,4.0,Northern America,canada,CAN,EUR
293425,2008-02-04,agriculture,soil & crop treatment,other soil  & culture treatment equipment,5.0,10.0,Northern America,canada,CAN,EUR
293427,2008-02-04,agriculture,soil & crop treatment,other soil  & culture treatment equipment,3.0,3.0,Northern America,canada,CAN,EUR
291143,2008-02-05,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,4.0,24.0,Northern America,united states,USA,EUR
291221,2008-02-05,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,4.0,24.0,Northern America,united states,USA,EUR
291296,2008-02-05,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,6.0,36.0,Northern America,united states,USA,EUR
291375,2008-02-05,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,5.0,30.0,Northern America,united states,USA,EUR
291376,2008-02-05,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,2.0,12.0,Northern America,united states,USA,EUR
291389,2008-02-05,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,3.0,18.0,Northern America,united states,USA,EUR
294738,2008-02-05,agriculture,soil & crop treatment,sprayer (self propelled),2.0,4.0,Northern America,united states,USA,EUR
294739,2008-02-05,agriculture,soil & crop treatment,sprayer (self propelled),1.0,2.0,Northern America,united states,USA,EUR
294796,2008-02-05,agriculture,soil & crop treatment,sprayer (self propelled),1.0,2.0,Northern America,united states,USA,EUR
291220,2008-02-07,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,4.0,24.0,Northern America,united states,USA,EUR
291238,2008-02-07,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,4.0,24.0,Northern America,united states,USA,EUR
290986,2008-02-08,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,8.0,48.0,Northern America,united states,USA,EUR
290987,2008-02-08,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,4.0,24.0,Northern America,united states,USA,EUR
290988,2008-02-08,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,8.0,48.0,Northern America,united states,USA,EUR
291016,2008-02-08,agriculture,soil & crop treatment,sprayer (self propelled),2.0,30.0,Northern America,united states,USA,EUR
291017,2008-02-08,agriculture,soil & crop treatment,sprayer (self propelled),1.0,15.0,Northern America,united states,USA,EUR
291032,2008-02-08,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,4.0,24.0,Northern America,united states,USA,EUR
291053,2008-02-08,agriculture,soil & crop treatment,sprayer (self propelled),4.0,12.0,Northern America,united states,USA,EUR
291054,2008-02-08,agriculture,soil & crop treatment,sprayer (self propelled),1.0,3.0,Northern America,united states,USA,EUR
291060,2008-02-08,agriculture,soil & crop treatment,sprayer (self propelled),2.0,8.0,Northern America,united states,USA,EUR
291061,2008-02-08,agriculture,soil & crop treatment,sprayer (self propelled),2.0,10.0,Northern America,united states,USA,EUR
291062,2008-02-08,agriculture,soil & crop treatment,sprayer (self propelled),6.0,18.0,Northern America,united states,USA,EUR
291087,2008-02-08,agriculture,soil & crop treatment,sprayer (self propelled),1.0,5.0,Northern America,united states,USA,EUR
291088,2008-02-08,agriculture,soil & crop treatment,sprayer (self propelled),2.0,8.0,Northern America,united states,USA,EUR
291089,2008-02-08,agriculture,soil & crop treatment,sprayer (self propelled),1.0,3.0,Northern America,united states,USA,EUR
291091,2008-02-08,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,8.0,48.0,Northern America,united states,USA,EUR
291092,2008-02-08,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,8.0,48.0,Northern America,united states,USA,EUR
291096,2008-02-08,agriculture,soil & crop treatment,sprayer (self propelled),1.0,5.0,Northern America,united states,USA,EUR
291997,2008-02-08,agriculture,"wine, fruit, vegetable & cane equipment",grape harvester (self propelled),2.0,20.0,Northern America,united states,USA,EUR
292008,2008-02-08,agriculture,"wine, fruit, vegetable & cane equipment",grape harvester (self propelled),1.0,4.0,Northern America,united states,USA,EUR
292054,2008-02-08,agriculture,"wine, fruit, vegetable & cane equipment",grape harvester (self propelled),1.0,10.0,Northern America,united states,USA,EUR
292082,2008-02-08,agriculture,soil & crop treatment,sprayer (self propelled),1.0,3.0,Northern America,united states,USA,EUR
292087,2008-02-08,agriculture,"wine, fruit, vegetable & cane equipment",grape harvester (self propelled),2.0,8.0,Northern America,united states,USA,EUR
292099,2008-02-08,agriculture,"wine, fruit, vegetable & cane equipment",grape harvester (self propelled),1.0,4.0,Northern America,united states,USA,EUR
292149,2008-02-08,agriculture,soil & crop treatment,sprayer (self propelled),5.0,15.0,Northern America,united states,USA,EUR
292174,2008-02-08,agriculture,"wine, fruit, vegetable & cane equipment",grape harvester (self propelled),2.0,20.0,Northern America,united states,USA,EUR
290910,2008-02-11,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,4.0,24.0,Northern America,united states,USA,EUR
290958,2008-02-11,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,4.0,24.0,Northern America,united states,USA,EUR
292009,2008-02-11,agriculture,"wine, fruit, vegetable & cane equipment","vegetable harvester (self propelled)  (potato, sugar beet, …)",1.0,1.0,Northern America,united states,USA,EUR
292103,2008-02-11,agriculture,"wine, fruit, vegetable & cane equipment","vegetable harvester (self propelled)  (potato, sugar beet, …)",1.0,1.0,Northern America,united states,USA,EUR
290678,2008-02-12,agriculture,forestry,"other forestry  equipment (knuckleboom loaders , edger, debarker, forestry winch",1.0,7.0,Northern America,canada,CAN,EUR
290724,2008-02-12,agriculture,"wine, fruit, vegetable & cane equipment",grape harvester (self propelled),1.0,10.0,Northern America,united states,USA,EUR
290748,2008-02-12,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,8.0,48.0,Northern America,united states,USA,EUR
290749,2008-02-12,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,4.0,24.0,Northern America,united states,USA,EUR
290750,2008-02-12,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,8.0,48.0,Northern America,united states,USA,EUR
290797,2008-02-12,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,4.0,24.0,Northern America,united states,USA,EUR
291147,2008-02-12,agriculture,"wine, fruit, vegetable & cane equipment","straddle (over-the-row) fruit harvester (self propelled) (olives, cherries,etc )",4.0,8.0,Northern America,united states,USA,EUR
291148,2008-02-12,agriculture,"wine, fruit, vegetable & cane equipment","straddle (over-the-row) fruit harvester (self propelled) (olives, cherries,etc )",5.0,10.0,Northern America,united states,USA,EUR
290561,2008-02-13,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,4.0,24.0,Northern America,united states,USA,EUR
290622,2008-02-13,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,4.0,24.0,Northern America,united states,USA,EUR
290494,2008-02-14,agriculture,soil & crop treatment,sprayer (self propelled),10.0,30.0,Northern America,united states,USA,EUR
290495,2008-02-14,agriculture,soil & crop treatment,sprayer (self propelled),4.0,12.0,Northern America,united states,USA,EUR
290506,2008-02-14,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,8.0,48.0,Northern America,united states,USA,EUR
290507,2008-02-14,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,8.0,48.0,Northern America,united states,USA,EUR
290525,2008-02-14,agriculture,soil & crop treatment,sprayer (self propelled),2.0,6.0,Northern America,united states,USA,EUR
290823,2008-02-14,agriculture,soil & crop treatment,sprayer (self propelled),6.0,18.0,Northern America,united states,USA,EUR
292095,2008-02-14,agriculture,soil & crop treatment,sprayer (self propelled),2.0,6.0,Northern America,united states,USA,EUR
292097,2008-02-14,agriculture,soil & crop treatment,sprayer (self propelled),6.0,18.0,Northern America,united states,USA,EUR
290447,2008-02-15,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,8.0,48.0,Northern America,united states,USA,EUR
290478,2008-02-15,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,8.0,48.0,Northern America,united states,USA,EUR
290578,2008-02-15,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,4.0,24.0,Northern America,united states,USA,EUR
290623,2008-02-15,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,4.0,24.0,Northern America,united states,USA,EUR
290331,2008-02-18,agriculture,soil & crop treatment,sprayer (self propelled),1.0,5.0,Northern America,united states,USA,EUR
290362,2008-02-18,agriculture,soil & crop treatment,sprayer (self propelled),1.0,5.0,Northern America,united states,USA,EUR
290179,2008-02-19,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,4.0,24.0,Northern America,united states,USA,EUR
290217,2008-02-19,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,1.0,6.0,Northern America,united states,USA,EUR
290258,2008-02-19,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,3.0,18.0,Northern America,united states,USA,EUR
290407,2008-02-19,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,4.0,24.0,Northern America,united states,USA,EUR
290408,2008-02-19,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,4.0,24.0,Northern America,united states,USA,EUR
290065,2008-02-20,agriculture,soil & crop treatment,sprayer (self propelled),5.0,15.0,Northern America,united states,USA,EUR
290095,2008-02-20,agriculture,soil & crop treatment,sprayer (self propelled),1.0,3.0,Northern America,united states,USA,EUR
290255,2008-02-20,agriculture,"wine, fruit, vegetable & cane equipment",grape harvester (self propelled),1.0,4.0,Northern America,united states,USA,EUR
290279,2008-02-20,agriculture,"wine, fruit, vegetable & cane equipment",grape harvester (self propelled),1.0,10.0,Northern America,united states,USA,EUR
290527,2008-02-20,agriculture,soil & crop treatment,sprayer (self propelled),5.0,15.0,Northern America,united states,USA,EUR
290704,2008-02-20,agriculture,soil & crop treatment,sprayer (self propelled),1.0,3.0,Northern America,united states,USA,EUR
290824,2008-02-20,agriculture,soil & crop treatment,sprayer (self propelled),3.0,9.0,Northern America,united states,USA,EUR
290825,2008-02-20,agriculture,soil & crop treatment,sprayer (self propelled),4.0,12.0,Northern America,united states,USA,EUR
290827,2008-02-20,agriculture,soil & crop treatment,sprayer (self propelled),1.0,3.0,Northern America,united states,USA,EUR
292973,2008-02-20,agriculture,soil & crop treatment,sprayer (self propelled),2.0,6.0,Northern America,united states,USA,EUR
290089,2008-02-21,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,8.0,48.0,Northern America,united states,USA,EUR
290110,2008-02-21,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,8.0,48.0,Northern America,united states,USA,EUR
289990,2008-02-22,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,8.0,48.0,Northern America,united states,USA,EUR
290025,2008-02-22,agriculture,soil & crop treatment,sprayer (self propelled),8.0,120.0,Northern America,united states,USA,EUR
290040,2008-02-22,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,8.0,48.0,Northern America,united states,USA,EUR
289905,2008-02-25,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,4.0,24.0,Northern America,united states,USA,EUR
289949,2008-02-25,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,4.0,24.0,Northern America,united states,USA,EUR
291149,2008-02-25,agriculture,"wine, fruit, vegetable & cane equipment","straddle (over-the-row) fruit harvester (self propelled) (olives, cherries,etc )",2.0,4.0,Northern America,united states,USA,EUR
291165,2008-02-25,agriculture,"wine, fruit, vegetable & cane equipment","straddle (over-the-row) fruit harvester (self propelled) (olives, cherries,etc )",4.0,8.0,Northern America,united states,USA,EUR
291166,2008-02-25,agriculture,"wine, fruit, vegetable & cane equipment","straddle (over-the-row) fruit harvester (self propelled) (olives, cherries,etc )",4.0,8.0,Northern America,united states,USA,EUR
289567,2008-02-26,agriculture,forestry,"other forestry  equipment (knuckleboom loaders , edger, debarker, forestry winch",3.0,27.0,Northern America,canada,CAN,EUR
289593,2008-02-26,agriculture,forestry,"other forestry  equipment (knuckleboom loaders , edger, debarker, forestry winch",3.0,27.0,Northern America,canada,CAN,EUR
289806,2008-02-26,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,4.0,24.0,Northern America,united states,USA,EUR
289807,2008-02-26,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,4.0,24.0,Northern America,united states,USA,EUR
289523,2008-02-27,agriculture,soil & crop treatment,sprayer (self propelled),2.0,30.0,Northern America,united states,USA,EUR
287014,2008-02-28,agriculture,soil & crop treatment,sprayer (self propelled),8.0,24.0,Northern America,united states,USA,EUR
288609,2008-02-28,agriculture,forestry,tree harvester head  (attachment),4.0,36.0,Northern America,united states,USA,EUR
289598,2008-02-28,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,8.0,48.0,Northern America,united states,USA,EUR
289627,2008-02-28,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,8.0,48.0,Northern America,united states,USA,EUR
289638,2008-02-28,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,8.0,48.0,Northern America,united states,USA,EUR
289639,2008-02-28,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,8.0,48.0,Northern America,united states,USA,EUR
289679,2008-02-28,agriculture,soil & crop treatment,sprayer (self propelled),12.0,36.0,Northern America,united states,USA,EUR
289680,2008-02-28,agriculture,soil & crop treatment,sprayer (self propelled),6.0,18.0,Northern America,united states,USA,EUR
289681,2008-02-28,agriculture,soil & crop treatment,sprayer (self propelled),6.0,18.0,Northern America,united states,USA,EUR
290496,2008-02-28,agriculture,soil & crop treatment,sprayer (self propelled),1.0,3.0,Northern America,united states,USA,EUR
291233,2008-02-28,agriculture,"wine, fruit, vegetable & cane equipment","straddle (over-the-row) fruit harvester (self propelled) (olives, cherries,etc )",1.0,2.0,Northern America,united states,USA,EUR
291914,2008-02-28,agriculture,soil & crop treatment,sprayer (self propelled),4.0,12.0,Northern America,united states,USA,EUR
292885,2008-02-28,agriculture,soil & crop treatment,sprayer (self propelled),1.0,3.0,Northern America,united states,USA,EUR
289462,2008-02-29,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,4.0,24.0,Northern America,united states,USA,EUR
289504,2008-02-29,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,4.0,24.0,Northern America,united states,USA,EUR
289165,2008-03-04,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,4.0,24.0,Northern America,united states,USA,EUR
289244,2008-03-04,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,4.0,24.0,Northern America,united states,USA,EUR
289245,2008-03-04,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,4.0,24.0,Northern America,united states,USA,EUR
289246,2008-03-04,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,4.0,24.0,Northern America,united states,USA,EUR
289539,2008-03-04,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,1.0,3.0,Northern America,united states,USA,EUR
289562,2008-03-04,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,3.0,9.0,Northern America,united states,USA,EUR
289602,2008-03-04,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,3.0,9.0,Northern America,united states,USA,EUR
289626,2008-03-04,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,1.0,3.0,Northern America,united states,USA,EUR
288813,2008-03-06,agriculture,"wine, fruit, vegetable & cane equipment","straddle (over-the-row) fruit harvester (self propelled) (olives, cherries,etc )",6.0,54.0,Northern America,united states,USA,EUR
288866,2008-03-06,agriculture,"wine, fruit, vegetable & cane equipment","straddle (over-the-row) fruit harvester (self propelled) (olives, cherries,etc )",8.0,72.0,Northern America,united states,USA,EUR
288892,2008-03-06,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,8.0,48.0,Northern America,united states,USA,EUR
288893,2008-03-06,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,8.0,48.0,Northern America,united states,USA,EUR
289058,2008-03-06,agriculture,soil & crop treatment,sprayer (self propelled),1.0,5.0,Northern America,united states,USA,EUR
289262,2008-03-06,agriculture,soil & crop treatment,sprayer (self propelled),3.0,15.0,Northern America,united states,USA,EUR
